time,name,x,y,z
1625127822.3240402,c58a,1.61,5.15,1.0
1625127822.4102037,c58a,1.61,5.12,1.0
1625127822.5078707,c58a,1.63,5.2,1.0
1625127822.6204107,c58a,1.61,5.16,1.0
1625127822.6970608,c58a,1.67,5.13,1.0
1625127822.7907176,c58a,1.68,5.16,1.0
1625127822.8881714,c58a,1.65,5.12,1.0
1625127822.9790158,c58a,1.71,5.17,1.0
1625127823.0901258,c58a,1.73,5.17,1.0
1625127823.1726782,c58a,1.75,5.13,1.0
1625127823.278835,c58a,1.7,5.24,1.0
1625127823.371718,c58a,1.66,5.21,1.0
1625127823.4667487,c58a,1.68,5.21,1.0
1625127823.5616162,c58a,1.49,4.51,1.0
1625127823.673778,c58a,1.77,5.1,1.0
1625127823.7494988,c58a,1.82,5.91,1.0
1625127823.8526955,c58a,1.87,5.76,1.0
1625127823.973894,c8a9,2.31,5.13,1.0
1625127823.9818711,c58a,1.91,5.77,1.0
1625127824.0478892,c58a,1.76,4.88,1.0
1625127824.140369,c58a,1.88,5.42,1.0
1625127824.240107,c58a,1.58,5.24,1.0
1625127824.274488,c58a,1.2,5.24,1.0
1625127824.8742316,c58a,1.86,5.44,1.0
1625127824.9698148,c58a,1.61,5.06,1.0
1625127825.0696552,c58a,1.82,5.4,1.0
1625127825.1743507,c58a,1.82,5.31,1.0
1625127825.2598755,c58a,1.88,5.32,1.0
1625127825.3491354,552,2.31,4.77,1.0
1625127825.3531218,c58a,1.66,5.15,1.0
1625127825.4708924,c58a,1.93,5.7,1.0
1625127825.5491467,c58a,1.87,5.67,1.0
1625127825.6372647,c58a,1.91,5.61,1.0
1625127825.7749333,c58a,1.84,5.66,1.0
1625127825.8413715,c58a,1.81,5.61,1.0
1625127825.9472148,c58a,1.88,5.67,1.0
1625127826.0741777,c58a,1.86,5.64,1.0
1625127826.1405392,c58a,1.84,5.36,1.0
1625127826.2295055,c58a,1.7,5.86,1.0
1625127826.339356,c58a,1.57,5.02,1.0
1625127826.4273162,c58a,1.54,4.97,1.0
1625127826.5331674,c58a,1.57,5.05,1.0
1625127826.6291785,c58a,1.63,5.21,1.0
1625127826.717767,c58a,1.58,5.08,1.0
1625127826.8243206,c58a,1.69,5.91,1.0
1625127826.928166,c58a,1.61,5.16,1.0
1625127827.0197732,c58a,1.69,5.84,1.0
1625127827.1220877,c58a,1.55,5.19,1.0
1625127827.2202358,c58a,1.69,5.86,1.0
1625127827.3293784,c58a,1.54,5.17,1.0
1625127827.4406326,c58a,1.51,5.04,1.0
1625127827.5384781,c58a,1.65,5.92,1.0
1625127827.6285534,c58a,1.72,5.93,1.0
1625127827.722802,c58a,1.58,5.07,1.0
1625127827.8097837,c58a,1.64,5.75,1.0
1625127827.9014657,c58a,1.6,5.06,1.0
1625127828.0241957,c58a,1.68,5.67,1.0
1625127828.0984201,c58a,1.65,5.84,1.0
1625127828.1457024,c58a,1.59,5.63,1.0
1625127828.5221472,c58a,1.66,5.56,1.0
1625127828.6214826,c58a,1.55,5.2,1.0
1625127828.7079413,c58a,1.56,5.04,1.0
1625127828.807953,c58a,1.58,5.03,1.0
1625127828.924036,c58a,1.7,5.23,1.0
1625127829.0086865,c58a,1.49,5.12,1.0
1625127829.1201506,c58a,1.56,5.13,1.0
1625127829.2302325,c58a,1.55,5.12,1.0
1625127829.2372236,c8a9,2.31,5.18,1.0
1625127829.3164048,c58a,1.62,5.35,1.0
1625127829.429894,c58a,1.41,4.84,1.0
1625127829.5300775,c58a,1.68,5.55,1.0
1625127829.6410754,c58a,1.58,5.44,1.0
1625127829.7382717,c58a,1.61,5.41,1.0
1625127829.8314872,c58a,1.58,5.47,1.0
1625127829.9410622,c58a,1.57,5.29,1.0
1625127830.0294359,c58a,1.53,5.47,1.0
1625127830.1327324,c58a,1.62,5.51,1.0
1625127830.2191467,c58a,1.46,5.0,1.0
1625127830.323671,c58a,1.38,4.91,1.0
1625127830.4301786,c58a,1.41,4.88,1.0
1625127830.472519,552,1.87,5.41,1.0
1625127830.5178409,c58a,1.43,4.92,1.0
1625127830.6237519,c58a,1.61,5.52,1.0
1625127830.8313916,c58a,1.66,5.64,1.0
1625127830.9280977,c58a,1.54,5.49,1.0
1625127831.030862,c58a,1.64,5.69,1.0
1625127831.1296005,c58a,1.55,5.5,1.0
1625127831.219024,c58a,1.69,5.68,1.0
1625127831.3223107,c58a,1.67,5.69,1.0
1625127831.4186497,c58a,1.61,5.69,1.0
1625127831.521644,c58a,1.57,5.69,1.0
1625127831.625379,c58a,1.59,5.63,1.0
1625127831.710021,c58a,1.6,5.39,1.0
1625127831.7572293,c58a,1.57,5.64,1.0
1625127832.1609306,c58a,1.54,5.65,1.0
1625127832.258189,c58a,1.56,5.35,1.0
1625127832.3717365,c58a,1.55,5.69,1.0
1625127832.4677346,c58a,1.64,5.38,1.0
1625127832.5603876,c58a,1.5,5.14,1.0
1625127832.674528,c58a,1.4,5.12,1.0
1625127832.757978,c58a,1.55,5.22,1.0
1625127832.862228,c58a,1.51,5.04,1.0
1625127832.9723756,c58a,1.55,5.19,1.0
1625127833.071608,c58a,1.48,5.21,1.0
1625127833.1730986,c58a,1.49,5.14,1.0
1625127833.2789097,c58a,1.47,5.1,1.0
1625127833.360092,c58a,1.46,5.09,1.0
1625127833.4703488,c58a,1.49,5.03,1.0
1625127833.5718443,c58a,1.51,4.84,1.0
1625127833.6716845,c58a,1.43,4.88,1.0
1625127833.7782996,c58a,1.32,4.73,1.0
1625127833.8797915,c58a,1.42,5.07,1.0
1625127833.9797943,c58a,1.25,4.56,1.0
1625127834.0702763,c8a9,2.47,5.27,1.0
1625127834.1169508,c58a,1.2,4.42,1.0
1625127834.194052,c58a,1.22,4.46,1.0
1625127834.2809787,c58a,1.21,4.34,1.0
1625127834.3817554,c58a,1.18,4.39,1.0
1625127834.4906018,c58a,1.24,4.41,1.0
1625127834.5789924,c58a,1.52,5.02,1.0
1625127834.680501,c58a,0.91,5.03,1.0
1625127834.779864,c58a,1.39,4.58,1.0
1625127834.8738234,c58a,0.89,4.94,1.0
1625127834.973547,c58a,0.77,4.92,1.0
1625127835.0795567,c58a,1.35,4.49,1.0
1625127835.180168,c58a,1.31,4.45,1.0
1625127835.2300625,552,2.37,4.76,1.0
1625127835.2772996,c58a,1.35,4.5,1.0
1625127835.3284597,552,2.2,5.51,1.0
1625127835.3712175,c58a,1.29,4.46,1.0
1625127835.4179614,552,2.26,5.32,1.0
1625127835.4693089,c58a,0.85,5.22,1.0
1625127835.5124066,552,2.19,5.44,1.0
1625127835.5716429,c58a,1.43,4.49,1.0
1625127835.6152434,552,2.1,5.49,1.0
1625127835.679634,c58a,0.96,5.05,1.0
1625127835.7196448,552,2.03,5.64,1.0
1625127835.7623162,c58a,0.97,4.94,1.0
1625127835.8085954,552,1.96,5.49,1.0
1625127835.8487701,c58a,0.9,5.07,1.0
1625127835.90557,552,2.08,5.44,1.0
1625127835.9514468,c58a,0.91,5.04,1.0
1625127835.9968216,552,1.94,5.82,1.0
1625127836.047948,c58a,0.88,5.03,1.0
1625127836.1168694,552,2.0,5.75,1.0
1625127836.159868,c58a,0.75,4.89,1.0
1625127836.1998582,552,2.0,5.9,1.0
1625127836.2426536,c58a,0.82,4.92,1.0
1625127836.2905917,552,2.02,6.0,1.0
1625127836.3470678,c58a,0.75,5.0,1.0
1625127836.4332495,552,2.01,6.27,1.0
1625127836.4780772,c58a,0.81,4.91,1.0
1625127836.51415,552,1.96,6.07,1.0
1625127836.5592477,c58a,0.77,5.06,1.0
1625127836.5973713,552,1.72,5.51,1.0
1625127836.6394782,c58a,0.89,4.84,1.0
1625127836.6874368,552,1.83,5.71,1.0
1625127836.7308807,c58a,1.17,4.97,1.0
1625127836.7779653,552,1.77,5.69,1.0
1625127836.8182156,c58a,1.24,5.82,1.0
1625127836.8903275,552,1.78,5.67,1.0
1625127836.9325702,c58a,0.53,5.04,1.0
1625127836.9753792,552,1.82,5.75,1.0
1625127837.019116,c58a,0.66,5.14,1.0
1625127837.0643744,552,1.8,5.62,1.0
1625127837.1004732,c58a,0.62,5.03,1.0
1625127837.1573062,552,1.78,5.63,1.0
1625127837.198825,c58a,0.85,4.93,1.0
1625127837.2665956,552,1.96,4.9,1.0
1625127837.3102725,c58a,0.98,5.23,1.0
1625127837.3582551,552,2.02,5.46,1.0
1625127837.4031994,c58a,0.92,4.92,1.0
1625127837.4482124,552,1.81,5.0,1.0
1625127837.4969916,c58a,1.01,5.17,1.0
1625127837.54774,552,1.92,5.29,1.0
1625127837.5986774,c58a,0.73,5.41,1.0
1625127837.6460445,552,1.72,4.99,1.0
1625127837.6962264,c58a,1.11,5.06,1.0
1625127837.739298,552,1.92,5.34,1.0
1625127837.789317,c58a,1.18,5.29,1.0
1625127837.838311,552,1.89,5.45,1.0
1625127837.8883889,c58a,1.12,5.25,1.0
1625127837.936212,552,1.83,5.34,1.0
1625127837.9865434,c58a,0.94,4.98,1.0
1625127838.0272906,552,1.56,4.85,1.0
1625127838.0908601,c58a,1.12,5.11,1.0
1625127838.1309133,552,1.7,5.25,1.0
1625127838.1786025,c58a,1.22,5.29,1.0
1625127838.2214863,552,1.76,5.66,1.0
1625127838.2791076,c58a,1.17,5.34,1.0
1625127838.321291,552,1.67,5.54,1.0
1625127838.4078548,c58a,0.81,5.51,1.0
1625127838.41385,552,1.67,5.7,1.0
1625127838.448286,552,1.66,5.32,1.0
1625127838.4900985,c58a,0.76,5.52,1.0
1625127838.5673048,c58a,0.7,5.28,1.0
1625127838.674132,c58a,0.73,5.3,1.0
1625127838.768424,c58a,0.75,5.14,1.0
1625127838.8584216,c58a,1.05,4.94,1.0
1625127838.9024763,c8a9,2.44,5.16,1.0
1625127838.986743,c58a,0.71,5.04,1.0
1625127839.0607967,c58a,0.82,5.0,1.0
1625127839.159961,c58a,0.8,5.05,1.0
1625127839.274906,c58a,0.86,5.02,1.0
1625127839.3621616,c58a,0.73,5.02,1.0
1625127839.4709818,c58a,0.74,5.09,1.0
1625127839.5747914,c58a,0.86,5.0,1.0
1625127839.6687784,c58a,0.76,4.93,1.0
1625127839.7603652,c58a,0.75,4.92,1.0
1625127839.8746486,c58a,0.79,5.17,1.0
1625127839.957359,c58a,0.8,5.2,1.0
1625127840.0572135,c58a,0.77,5.12,1.0
1625127840.171763,c58a,0.8,4.94,1.0
1625127840.269944,c58a,0.74,5.11,1.0
1625127840.3680096,c58a,0.83,5.06,1.0
1625127840.4172418,c58a,0.77,5.06,1.0
1625127843.060336,552,1.73,5.61,1.0
1625127844.2240086,c8a9,2.48,5.33,1.0
1625127845.0012293,c58a,0.91,5.08,1.0
1625127847.831708,552,1.99,5.35,1.0
1625127849.1748383,c8a9,2.45,5.24,1.0
1625127849.77516,c58a,0.82,5.03,1.0
1625127851.6603484,c58a,0.9,5.02,1.0
1625127851.7520242,c58a,0.83,5.09,1.0
1625127851.8724782,c58a,0.88,5.63,1.0
1625127852.0635204,c58a,0.69,4.89,1.0
1625127852.1735277,c58a,-0.64,5.46,1.0
1625127852.2567985,c58a,0.79,4.66,1.0
1625127852.3512943,c58a,0.75,5.08,1.0
1625127852.472885,c58a,0.43,5.28,1.0
1625127852.5512428,c58a,0.3,5.12,1.0
1625127852.6602933,c58a,0.54,5.32,1.0
1625127852.772923,c58a,0.33,5.38,1.0
1625127852.8133252,552,1.91,5.42,1.0
1625127852.8597388,c58a,0.47,5.43,1.0
1625127852.9441922,c58a,0.85,5.23,1.0
1625127853.0364718,c58a,0.34,5.63,1.0
1625127853.133175,c58a,0.31,5.74,1.0
1625127853.2300491,c58a,0.43,5.43,1.0
1625127853.331858,c58a,0.39,5.45,1.0
1625127853.4198925,c58a,0.4,5.52,1.0
1625127853.5216556,c58a,0.88,5.17,1.0
1625127853.6180859,c58a,0.82,5.32,1.0
1625127853.7229881,c58a,0.32,5.53,1.0
1625127853.8304455,c58a,0.31,5.66,1.0
1625127853.9201655,c58a,0.83,5.22,1.0
1625127854.0223362,c58a,0.79,5.2,1.0
1625127854.135747,c58a,0.25,5.65,1.0
1625127854.2232833,c58a,0.42,5.54,1.0
1625127854.3178704,c58a,0.44,5.47,1.0
1625127854.4263182,c58a,0.48,5.45,1.0
1625127854.4645138,c8a9,2.52,5.21,1.0
1625127854.517373,c58a,0.79,5.23,1.0
1625127854.606863,c58a,0.84,5.21,1.0
1625127854.7230413,c58a,0.3,5.77,1.0
1625127854.8178008,c58a,0.85,5.23,1.0
1625127854.922591,c58a,0.42,5.57,1.0
1625127855.024621,c58a,0.55,5.5,1.0
1625127855.104527,c58a,0.47,5.56,1.0
1625127855.202061,c58a,0.29,5.68,1.0
1625127855.3219595,c58a,0.71,5.31,1.0
1625127855.3823593,c58a,0.44,5.54,1.0
1625127855.4917417,c58a,0.45,5.43,1.0
1625127855.5931008,c58a,0.49,5.39,1.0
1625127855.6920094,c58a,0.54,5.38,1.0
1625127855.7911704,c58a,0.82,5.21,1.0
1625127855.8799355,c58a,0.36,5.62,1.0
1625127857.6309338,552,1.89,5.37,1.0
1625127859.0910573,c8a9,2.48,5.31,1.0
1625127860.5924911,c58a,0.53,5.37,1.0
1625127862.8527842,552,1.98,5.61,1.0
1625127864.5700624,c8a9,2.35,4.99,1.0
1625127864.9912195,c58a,0.62,5.38,1.0
1625127865.090347,c58a,0.44,5.61,1.0
1625127865.18,c58a,0.82,5.35,1.0
1625127865.2790763,c58a,0.34,5.67,1.0
1625127865.382517,c58a,0.61,5.43,1.0
1625127865.4813554,c58a,0.48,5.58,1.0
1625127865.5906317,c58a,0.83,5.22,1.0
1625127865.6903265,c58a,0.73,5.36,1.0
1625127865.7843766,c58a,0.54,5.5,1.0
1625127865.8783576,c58a,0.77,5.31,1.0
1625127865.9805837,c58a,0.68,5.38,1.0
1625127866.0831292,c58a,0.5,5.5,1.0
1625127866.1825316,c58a,0.5,5.51,1.0
1625127866.2750251,c58a,0.48,5.51,1.0
1625127866.373026,c58a,0.36,5.67,1.0
1625127866.4712596,c58a,0.54,5.53,1.0
1625127866.5766633,c58a,0.58,5.46,1.0
1625127866.671618,c58a,0.72,5.33,1.0
1625127866.7799327,c58a,0.71,5.25,1.0
1625127866.8912332,c58a,0.7,5.36,1.0
1625127866.9880676,c58a,0.66,5.41,1.0
1625127867.0870936,c58a,0.67,5.4,1.0
1625127867.1907544,c58a,0.64,5.43,1.0
1625127867.2907658,c58a,0.67,5.42,1.0
1625127867.3907127,c58a,0.58,5.48,1.0
1625127867.5011446,c58a,0.76,5.4,1.0
1625127867.622567,c58a,0.67,5.4,1.0
1625127867.7010021,c58a,0.65,5.48,1.0
1625127867.7913227,c58a,0.73,5.4,1.0
1625127867.8783643,552,1.98,5.84,1.0
1625127867.9222398,c58a,0.67,5.36,1.0
1625127868.000987,c58a,0.58,5.46,1.0
1625127868.1009777,c58a,0.53,5.5,1.0
1625127868.188374,c58a,0.67,5.41,1.0
1625127868.223181,c58a,0.22,7.17,1.0
1625127868.8258636,c58a,0.48,5.62,1.0
1625127868.9014416,c58a,0.7,5.3,1.0
1625127868.999917,c58a,0.74,5.31,1.0
1625127869.1251328,c58a,0.64,5.35,1.0
1625127869.2028856,c58a,0.58,5.46,1.0
1625127869.3021364,c58a,0.69,5.41,1.0
1625127869.4261127,c58a,0.75,5.3,1.0
1625127869.5026476,c58a,0.65,5.41,1.0
1625127869.5980172,c8a9,2.28,5.03,1.0
1625127869.642172,c58a,0.69,5.4,1.0
1625127869.7252846,c58a,0.67,5.4,1.0
1625127869.8024712,c58a,0.73,5.42,1.0
1625127869.9112456,c58a,0.7,5.41,1.0
1625127870.0249355,c58a,0.63,5.44,1.0
1625127870.102012,c58a,0.72,5.42,1.0
1625127870.1935434,c58a,0.7,5.5,1.0
1625127870.322119,c58a,0.65,5.41,1.0
1625127870.3879406,c58a,0.68,5.36,1.0
1625127870.4937005,c58a,0.74,5.43,1.0
1625127870.6250253,c58a,0.78,5.37,1.0
1625127870.7019045,c58a,0.84,5.21,1.0
1625127870.798371,c58a,0.83,5.29,1.0
1625127870.9224377,c58a,0.78,5.37,1.0
1625127870.9982488,c58a,0.66,5.38,1.0
1625127871.0992455,c58a,0.76,5.35,1.0
1625127871.2245557,c58a,0.81,5.24,1.0
1625127871.2828996,c58a,0.78,5.22,1.0
1625127871.3906245,c58a,0.76,5.28,1.0
1625127871.4886672,c58a,0.67,5.35,1.0
1625127871.5876515,c58a,0.72,5.31,1.0
1625127871.6791332,c58a,0.81,5.27,1.0
1625127871.7811108,c58a,0.6,5.51,1.0
1625127871.8713355,c58a,0.64,5.43,1.0
1625127871.9743059,c58a,0.8,5.29,1.0
1625127872.0309896,c58a,0.78,5.3,1.0
1625127872.3710597,c58a,0.67,5.42,1.0
1625127872.4803643,c58a,0.75,5.26,1.0
1625127872.5739133,c58a,0.71,5.37,1.0
1625127872.6682057,c58a,0.68,5.4,1.0
1625127872.7593672,c58a,0.56,5.6,1.0
1625127872.8021195,552,1.82,5.68,1.0
1625127872.8895648,c58a,0.53,5.52,1.0
1625127872.9680214,c58a,0.6,5.45,1.0
1625127873.0572858,c58a,0.59,5.54,1.0
1625127873.1760528,c58a,0.71,5.32,1.0
1625127873.271793,c58a,0.53,5.47,1.0
1625127873.3713186,c58a,0.83,5.31,1.0
1625127873.4777057,c58a,0.47,5.49,1.0
1625127873.5612738,c58a,0.69,5.35,1.0
1625127873.6705494,c58a,0.68,5.3,1.0
1625127873.7743628,c58a,0.75,5.34,1.0
1625127873.8525207,c58a,0.78,5.25,1.0
1625127873.9520266,c58a,0.72,5.33,1.0
1625127874.0745974,c58a,0.77,5.27,1.0
1625127874.1499398,c58a,0.83,5.22,1.0
1625127874.243707,c58a,0.77,5.4,1.0
1625127874.3334742,c58a,0.76,5.23,1.0
1625127874.430727,c58a,0.79,5.34,1.0
1625127874.4387178,c8a9,2.36,5.22,1.0
1625127874.5226703,c58a,0.56,5.4,1.0
1625127874.619061,c58a,0.5,5.5,1.0
1625127874.7227445,c58a,0.4,5.63,1.0
1625127874.8254673,c58a,0.8,5.26,1.0
1625127874.9319994,c58a,0.31,5.58,1.0
1625127875.0431113,c58a,0.31,5.7,1.0
1625127875.1316,c58a,0.84,5.26,1.0
1625127875.2276921,c58a,0.83,5.25,1.0
1625127875.3182452,c58a,0.82,5.3,1.0
1625127875.4222834,c58a,0.82,5.24,1.0
1625127875.5079963,c58a,0.84,5.28,1.0
1625127875.5916538,c58a,0.77,5.3,1.0
1625127877.8254178,552,1.73,5.68,1.0
1625127879.717295,c8a9,2.37,5.11,1.0
1625127880.3751695,c58a,0.79,5.34,1.0
1625127881.1235893,552,2.2,5.16,1.0
1625127881.2179825,552,2.0,5.06,1.0
1625127881.3123782,552,1.93,5.03,1.0
1625127881.4213736,552,1.92,4.9,1.0
1625127881.517424,552,1.88,4.45,1.0
1625127881.6080103,552,1.9,4.49,1.0
1625127881.7221076,552,1.91,4.44,1.0
1625127881.807166,552,2.16,4.66,1.0
1625127881.8980305,552,1.98,4.47,1.0
1625127881.9880877,552,1.95,4.5,1.0
1625127882.0904546,552,1.88,4.52,1.0
1625127882.1903956,552,1.95,4.59,1.0
1625127882.2783706,552,1.91,4.55,1.0
1625127882.3693607,552,1.97,4.53,1.0
1625127882.472539,552,1.94,4.62,1.0
1625127882.5792525,552,1.59,5.01,1.0
1625127882.6794655,552,1.9,4.56,1.0
1625127882.7241607,c58a,0.83,5.19,1.0
1625127882.8024824,552,1.69,4.72,1.0
1625127882.8772264,552,1.57,4.68,1.0
1625127882.8802273,c58a,0.85,5.28,1.0
1625127882.9812021,552,2.05,5.05,1.0
1625127882.987178,c58a,0.84,5.24,1.0
1625127883.0706103,552,1.33,4.41,1.0
1625127883.1125093,c58a,0.91,5.28,1.0
1625127883.16756,552,1.99,4.99,1.0
1625127883.211017,c58a,0.89,5.3,1.0
1625127883.2621613,552,1.22,4.76,1.0
1625127883.3048117,c58a,0.81,5.3,1.0
1625127883.3883612,552,1.86,4.57,1.0
1625127883.432388,c58a,0.8,5.34,1.0
1625127883.468485,552,1.93,4.53,1.0
1625127883.5117707,c58a,0.85,5.27,1.0
1625127883.551952,552,1.92,4.53,1.0
1625127883.65455,552,1.93,4.52,1.0
1625127883.698292,c58a,0.86,5.27,1.0
1625127883.7370243,552,1.94,4.49,1.0
1625127883.8116696,c58a,0.85,5.29,1.0
1625127883.853085,552,1.89,4.54,1.0
1625127883.899662,c58a,0.84,5.26,1.0
1625127883.993024,c58a,0.87,5.28,1.0
1625127884.0345278,552,1.91,4.48,1.0
1625127884.0864847,c58a,0.88,5.28,1.0
1625127884.121332,552,1.84,4.44,1.0
1625127884.1905549,c58a,0.89,5.23,1.0
1625127884.2316678,552,2.15,4.78,1.0
1625127884.2869213,c58a,0.84,5.25,1.0
1625127884.3336241,552,2.16,4.75,1.0
1625127884.379499,c58a,0.86,5.28,1.0
1625127884.4830399,c58a,0.9,5.33,1.0
1625127884.5726874,c58a,0.82,5.31,1.0
1625127884.6805758,c58a,0.91,5.32,1.0
1625127884.7737458,c58a,0.81,5.35,1.0
1625127884.8803663,c58a,0.79,5.39,1.0
1625127884.9841068,c58a,0.73,5.31,1.0
1625127885.0248353,c8a9,2.47,5.07,1.0
1625127885.0922322,c58a,0.8,5.31,1.0
1625127885.189696,c58a,0.78,5.23,1.0
1625127885.2832384,c58a,0.78,5.34,1.0
1625127885.3715315,c58a,0.82,5.31,1.0
1625127885.4798257,c58a,0.83,5.29,1.0
1625127885.56815,c58a,0.82,5.28,1.0
1625127885.6801074,c58a,0.83,5.31,1.0
1625127885.772208,c58a,0.8,5.27,1.0
1625127885.8700073,c58a,0.78,5.28,1.0
1625127885.9188144,c58a,0.8,5.27,1.0
1625127886.841,c58a,0.87,5.25,1.0
1625127886.9216042,c58a,0.86,5.25,1.0
1625127887.0198922,c58a,0.86,5.23,1.0
1625127887.1232274,c58a,0.89,5.23,1.0
1625127887.2179418,c58a,0.55,5.41,1.0
1625127887.3125458,c58a,1.08,5.51,1.0
1625127887.4232774,c58a,0.88,5.69,1.0
1625127887.5179315,c58a,1.43,5.05,1.0
1625127887.60831,c58a,1.36,5.15,1.0
1625127887.7244039,c58a,1.4,5.16,1.0
1625127887.80838,c58a,1.33,5.15,1.0
1625127887.9075496,c58a,1.31,5.14,1.0
1625127888.021564,c58a,1.4,5.12,1.0
1625127888.0918934,c58a,1.39,5.14,1.0
1625127888.19087,c58a,1.35,5.14,1.0
1625127888.2891505,c58a,1.44,5.19,1.0
1625127888.4000633,c58a,1.42,5.15,1.0
1625127888.4909387,c58a,1.42,5.24,1.0
1625127888.5924869,c58a,1.38,5.22,1.0
1625127888.6828234,c58a,1.35,5.17,1.0
1625127888.7889826,c58a,1.43,5.17,1.0
1625127888.9246404,c58a,1.37,5.11,1.0
1625127888.9993703,c58a,1.4,5.19,1.0
1625127889.0927525,c58a,1.37,5.16,1.0
1625127889.1491785,552,2.19,4.85,1.0
1625127889.2305872,c58a,1.4,5.16,1.0
1625127889.3028414,c58a,1.44,5.24,1.0
1625127889.4029434,c58a,1.43,5.15,1.0
1625127889.5255392,c58a,1.4,5.24,1.0
1625127889.5996988,c58a,1.43,5.19,1.0
1625127889.7112687,c58a,1.41,5.19,1.0
1625127889.8214974,c58a,1.42,5.22,1.0
1625127889.9105592,c58a,1.4,5.19,1.0
1625127890.0198586,c58a,1.43,5.23,1.0
1625127890.063977,c8a9,2.39,5.29,1.0
1625127890.1423893,c58a,1.37,5.25,1.0
1625127890.2280865,c58a,1.4,5.16,1.0
1625127890.3303354,c58a,1.38,5.17,1.0
1625127890.4303346,c58a,1.37,5.2,1.0
1625127890.4737537,c58a,1.41,5.14,1.0
1625127893.9421983,c58a,1.38,5.24,1.0
1625127894.0481799,c58a,1.33,5.15,1.0
1625127894.1339033,c58a,1.38,5.22,1.0
1625127894.2288759,c58a,1.37,5.15,1.0
1625127894.332144,c58a,1.41,5.18,1.0
1625127894.4329445,c58a,1.3,5.2,1.0
1625127894.5300443,c58a,1.3,5.24,1.0
1625127894.6346207,552,1.86,4.47,1.0
1625127894.642597,c58a,1.33,5.17,1.0
1625127894.726791,c58a,1.3,5.25,1.0
1625127894.8404033,c58a,1.36,5.19,1.0
1625127894.9307384,c58a,1.29,5.19,1.0
1625127895.0203989,c58a,1.33,5.12,1.0
1625127895.131282,c58a,1.37,5.35,1.0
1625127895.2382326,c58a,1.34,5.13,1.0
1625127895.3741202,c58a,1.34,5.3,1.0
1625127895.4183407,c8a9,2.28,5.08,1.0
1625127895.4545074,c58a,1.41,5.19,1.0
1625127895.5419657,c58a,1.39,5.25,1.0
1625127895.631872,c58a,1.35,5.31,1.0
1625127895.739461,c58a,1.3,5.13,1.0
1625127895.8377755,c58a,1.37,5.33,1.0
1625127895.9292896,c58a,1.29,5.26,1.0
1625127896.02301,c58a,1.29,5.26,1.0
1625127896.123389,c58a,1.33,5.24,1.0
1625127896.2180068,c58a,1.39,5.24,1.0
1625127896.3078654,c58a,1.33,5.18,1.0
1625127896.4213548,c58a,1.38,5.3,1.0
1625127896.4903479,c58a,1.4,5.2,1.0
1625127896.5882263,c58a,1.31,5.18,1.0
1625127896.6902575,c58a,1.37,5.21,1.0
1625127896.7870598,c58a,1.39,5.22,1.0
1625127896.900063,c58a,1.4,5.11,1.0
1625127897.026223,c58a,1.42,5.07,1.0
1625127897.1018133,c58a,1.36,5.13,1.0
1625127897.1498559,c58a,1.41,5.22,1.0
1625127899.0306294,c58a,1.37,5.18,1.0
1625127899.1235812,c58a,1.37,5.2,1.0
1625127899.2228405,c58a,1.38,5.13,1.0
1625127899.321485,c58a,1.39,5.2,1.0
1625127899.4243865,c58a,1.36,5.21,1.0
1625127899.5109882,c58a,1.4,5.09,1.0
1625127899.5530972,552,2.18,4.79,1.0
1625127899.6182725,c58a,1.37,5.24,1.0
1625127899.721236,c58a,1.33,5.05,1.0
1625127899.8081088,c58a,1.38,5.14,1.0
1625127899.9074447,c58a,1.27,4.84,1.0
1625127900.0229964,c58a,0.59,5.7,1.0
1625127900.120141,c58a,0.76,5.07,1.0
1625127900.2205336,c58a,0.52,4.88,1.0
1625127900.2882462,c50,11.39,6.48,1.0
1625127900.325032,c58a,0.93,5.07,1.0
1625127900.4106858,c58a,0.75,5.15,1.0
1625127900.4986987,c50,12.1,7.17,1.0
1625127900.5126681,c58a,-3.13,6.74,1.0
1625127900.7062848,c58a,-0.53,5.13,1.0
1625127900.7959259,c50,11.6,6.94,1.0
1625127900.8009152,c58a,0.65,4.83,1.0
1625127900.8675044,c8a9,2.24,5.02,1.0
1625127900.9131644,c58a,0.47,5.07,1.0
1625127900.9887848,c58a,0.95,5.12,1.0
1625127901.0927882,c58a,1.02,5.11,1.0
1625127901.2272594,c58a,0.94,5.14,1.0
1625127901.3080008,c58a,0.92,4.94,1.0
1625127901.3971734,c58a,1.02,4.89,1.0
1625127901.5234535,c58a,1.02,4.81,1.0
1625127901.6071386,c58a,0.98,4.9,1.0
1625127901.7126164,c58a,0.64,5.2,1.0
1625127901.8255908,c58a,0.75,5.03,1.0
1625127901.9116137,c58a,0.96,5.12,1.0
1625127902.017532,c58a,1.1,5.3,1.0
1625127902.1242657,c58a,1.04,5.12,1.0
1625127902.2069345,c58a,1.19,5.05,1.0
1625127902.3098016,c58a,1.11,5.09,1.0
1625127902.4216084,c58a,1.2,5.14,1.0
1625127902.5015352,c58a,1.19,5.19,1.0
1625127902.5971544,c58a,1.27,5.05,1.0
1625127902.687251,c58a,1.08,5.14,1.0
1625127902.790272,c58a,1.07,5.15,1.0
1625127902.8892217,c58a,1.14,5.15,1.0
1625127902.9895475,c58a,1.19,4.98,1.0
1625127903.077188,c58a,1.13,5.16,1.0
1625127903.188009,c58a,1.13,5.11,1.0
