time,name,x,y,z
1625126198.5082948,c50,7.21,4.57,1.0
1625126198.5940106,c58a,0.55,5.08,1.0
1625126198.6029868,c50,7.2,4.57,1.0
1625126198.6964405,c50,7.2,4.57,1.0
1625126198.730202,c58a,0.66,5.07,1.0
1625126198.7875156,c58a,0.8,5.1,1.0
1625126198.7934937,c50,7.04,4.19,1.0
1625126198.8961632,c58a,0.74,5.2,1.0
1625126198.9051397,c50,7.21,4.56,1.0
1625126198.9435306,552,2.38,4.52,1.0
1625126198.9864018,c58a,0.84,5.13,1.0
1625126199.0261688,c50,7.25,4.63,1.0
1625126199.0800862,c58a,0.78,5.14,1.0
1625126199.123039,c50,7.25,4.61,1.0
1625126199.2055855,c58a,0.75,5.28,1.0
1625126199.2468,c50,7.23,4.68,1.0
1625126199.2901144,c58a,0.74,5.26,1.0
1625126199.3322704,c50,7.21,4.6,1.0
1625126199.3762522,c58a,0.82,5.16,1.0
1625126199.4201179,c50,7.25,4.57,1.0
1625126199.458371,c58a,0.75,5.27,1.0
1625126199.5082552,c50,7.29,4.59,1.0
1625126199.5654447,c58a,0.75,5.23,1.0
1625126199.6242113,c50,7.24,4.54,1.0
1625126199.6670036,c58a,0.72,5.2,1.0
1625126199.7118802,c50,7.27,4.56,1.0
1625126199.756601,c58a,0.71,5.17,1.0
1625126199.7977977,c50,7.2,4.52,1.0
1625126199.8462975,c58a,0.78,5.15,1.0
1625126199.90698,c50,7.2,4.58,1.0
1625126199.9462848,c58a,0.79,5.11,1.0
1625126199.994444,c50,7.23,4.57,1.0
1625126200.04355,c58a,0.79,5.17,1.0
1625126200.085155,c50,7.19,4.54,1.0
1625126200.1530015,c58a,0.71,5.18,1.0
1625126200.1933198,c50,7.19,4.56,1.0
1625126200.2565272,c58a,0.73,5.14,1.0
1625126200.2993834,c50,7.2,4.72,1.0
1625126200.3835764,c58a,0.72,5.28,1.0
1625126200.3895702,c50,7.17,4.66,1.0
1625126200.4682684,c58a,0.66,5.16,1.0
1625126200.510031,c50,7.15,4.67,1.0
1625126200.5625129,c58a,0.63,5.17,1.0
1625126200.6042736,c50,7.13,4.7,1.0
1625126200.6477025,c58a,0.81,5.13,1.0
1625126200.6885626,c50,7.12,4.69,1.0
1625126200.7840898,c50,6.92,4.28,1.0
1625126200.8939404,c50,6.95,4.27,1.0
1625126200.996609,c50,6.91,4.29,1.0
1625126201.0885427,c50,6.94,4.33,1.0
1625126201.194931,c50,6.91,4.2,1.0
1625126201.2423034,c8a9,2.62,4.83,1.0
1625126201.2840762,c50,6.96,4.12,1.0
1625126201.3795686,c50,6.98,4.22,1.0
1625126201.4769685,c50,7.11,4.39,1.0
1625126201.5793614,c50,7.09,4.33,1.0
1625126201.6742656,c50,7.14,4.42,1.0
1625126201.772484,c50,7.2,4.49,1.0
1625126201.8807528,c58a,0.76,5.23,1.0
1625126201.8867304,c50,7.16,4.42,1.0
1625126201.9751809,c58a,0.81,5.2,1.0
1625126201.981172,c50,7.17,4.34,1.0
1625126202.0626206,c58a,0.78,5.08,1.0
1625126202.1051817,c50,7.14,4.36,1.0
1625126202.1894703,c58a,0.72,5.12,1.0
1625126202.1924615,c50,7.11,4.5,1.0
1625126202.2562172,c58a,0.68,5.16,1.0
1625126202.2631981,c50,7.18,4.48,1.0
1625126202.3581288,c58a,0.74,5.09,1.0
1625126202.403767,c50,7.31,4.75,1.0
1625126202.4822311,c58a,0.79,5.18,1.0
1625126202.4842343,c50,7.08,4.37,1.0
1625126202.5535357,c58a,0.91,5.03,1.0
1625126202.562512,c50,6.97,4.34,1.0
1625126202.6660447,c58a,0.2,4.84,1.0
1625126202.6720238,c50,6.97,4.61,1.0
1625126202.776748,c50,7.02,4.39,1.0
1625126202.7797458,c58a,0.8,5.02,1.0
1625126202.8529463,c58a,0.85,5.04,1.0
1625126202.8569334,c50,6.76,3.53,1.0
1625126202.9468606,c50,7.04,4.51,1.0
1625126202.9538522,c58a,0.8,5.02,1.0
1625126203.043565,c50,6.96,4.58,1.0
1625126203.0768268,c58a,0.88,5.22,1.0
1625126203.1416943,c50,6.87,4.56,1.0
1625126203.1446917,c58a,0.89,5.1,1.0
1625126203.2358172,c50,6.85,4.77,1.0
1625126203.274197,c58a,0.88,5.14,1.0
1625126203.331655,c50,6.73,4.72,1.0
1625126203.3745866,c58a,0.86,5.06,1.0
1625126203.4222054,c50,6.57,4.44,1.0
1625126203.4650352,c58a,0.74,5.14,1.0
1625126203.546783,c50,6.95,5.32,1.0
1625126203.6033385,c8a9,2.67,4.77,1.0
1625126203.6326463,c50,6.61,4.55,1.0
1625126203.646613,c58a,0.76,5.12,1.0
1625126203.7041728,552,2.39,4.57,1.0
1625126203.70617,c50,6.61,4.51,1.0
1625126203.7091582,c8a9,2.63,4.76,1.0
1625126203.7451973,c58a,0.85,5.17,1.0
1625126203.8311,c50,6.64,4.52,1.0
1625126203.8370826,c8a9,2.64,4.77,1.0
1625126203.8762145,c58a,0.81,5.24,1.0
1625126203.9141607,c50,6.59,4.56,1.0
1625126203.9554484,c8a9,2.58,4.82,1.0
1625126203.9584348,c58a,0.86,5.11,1.0
1625126204.0053916,c50,6.64,4.45,1.0
1625126204.0475123,c8a9,2.62,4.84,1.0
1625126204.051501,c58a,0.82,5.15,1.0
1625126204.0942647,c50,6.6,4.64,1.0
1625126204.1356,c8a9,2.66,4.79,1.0
1625126204.1435695,c58a,0.76,5.19,1.0
1625126204.1867461,c50,6.62,4.65,1.0
1625126204.2139597,c8a9,2.61,4.8,1.0
1625126204.2559605,c58a,0.65,5.28,1.0
1625126204.2969856,c50,6.58,4.57,1.0
1625126204.301974,c8a9,2.6,4.7,1.0
1625126204.340082,c58a,0.68,5.22,1.0
1625126204.3833485,c50,6.58,4.61,1.0
1625126204.4241595,c8a9,2.66,4.77,1.0
1625126204.4721615,c58a,0.71,5.29,1.0
1625126204.516729,c50,6.59,4.53,1.0
1625126204.5217142,c8a9,2.65,4.8,1.0
1625126204.5567505,c58a,0.62,5.22,1.0
1625126204.602209,c50,6.61,4.53,1.0
1625126204.6071942,c8a9,2.62,4.82,1.0
1625126204.643188,c58a,0.83,5.17,1.0
1625126204.6837194,c50,6.94,5.15,1.0
1625126204.7244833,c8a9,2.64,4.8,1.0
1625126204.768319,c58a,0.83,5.12,1.0
1625126204.7713149,c50,6.93,5.17,1.0
1625126204.8086457,c8a9,2.63,4.79,1.0
1625126204.8513956,c58a,0.73,5.24,1.0
1625126204.8917446,c50,6.95,5.05,1.0
1625126204.903712,c8a9,2.63,4.73,1.0
1625126204.9395154,c58a,0.79,5.14,1.0
1625126204.976241,c50,6.9,5.08,1.0
1625126205.01926,c8a9,2.62,4.74,1.0
1625126205.0242462,c58a,0.7,5.17,1.0
1625126205.0623887,c50,6.65,4.41,1.0
1625126205.1121187,c8a9,2.64,4.87,1.0
1625126205.149979,c58a,0.68,5.22,1.0
1625126205.1679294,c50,6.64,4.7,1.0
1625126205.2091901,c8a9,2.62,4.8,1.0
1625126205.2375863,c58a,0.77,5.27,1.0
1625126205.2727895,c50,6.88,4.69,1.0
1625126205.317795,c8a9,2.65,4.78,1.0
1625126205.3363042,c58a,0.72,5.24,1.0
1625126205.3559728,c50,6.59,3.92,1.0
1625126205.4023867,c8a9,2.66,4.79,1.0
1625126205.4434648,c58a,0.75,5.23,1.0
1625126205.4454563,c50,6.74,4.43,1.0
1625126205.495142,c8a9,2.66,4.8,1.0
1625126205.538417,c58a,0.79,5.23,1.0
1625126205.5414057,c50,6.77,4.63,1.0
1625126205.5933785,c8a9,2.64,4.76,1.0
1625126205.627511,c50,6.49,3.86,1.0
1625126205.6345098,c58a,0.78,5.22,1.0
1625126205.6825182,c50,6.6,4.1,1.0
1625126205.710648,c8a9,2.7,4.78,1.0
1625126205.7517614,c58a,0.73,5.19,1.0
1625126205.7924387,c8a9,2.65,4.8,1.0
1625126205.8349135,c58a,0.91,5.36,1.0
1625126205.8846953,c8a9,2.62,4.92,1.0
1625126205.9267356,c58a,0.93,5.32,1.0
1625126205.971772,c8a9,2.58,4.98,1.0
1625126206.0242548,c58a,0.7,5.21,1.0
1625126206.072404,c8a9,2.59,5.08,1.0
1625126206.1054099,c50,6.65,4.09,1.0
1625126206.1485164,c58a,0.73,5.18,1.0
1625126206.1885815,c8a9,2.5,4.88,1.0
1625126206.1985662,c50,6.71,4.43,1.0
1625126206.2372375,c58a,0.68,5.15,1.0
1625126206.2708094,c8a9,2.52,4.88,1.0
1625126206.3143938,c50,6.66,4.29,1.0
1625126206.3591495,c58a,0.69,5.23,1.0
1625126206.4009368,c8a9,2.55,5.06,1.0
1625126206.4039273,c50,6.78,4.64,1.0
1625126206.4407198,c58a,0.77,5.24,1.0
1625126206.4818325,c8a9,2.58,5.13,1.0
1625126206.4848244,c50,6.7,4.47,1.0
1625126206.5237207,c58a,0.75,5.25,1.0
1625126206.5654716,c8a9,2.53,4.92,1.0
1625126206.6054006,c50,6.8,4.68,1.0
1625126206.6484501,c58a,0.81,5.23,1.0
1625126206.652439,c8a9,2.54,5.05,1.0
1625126206.6889129,c50,6.69,4.5,1.0
1625126206.7337728,c58a,0.79,5.18,1.0
1625126206.7737193,c8a9,2.55,4.92,1.0
1625126206.7757177,c50,6.75,4.49,1.0
1625126206.8348274,c58a,0.84,5.21,1.0
1625126206.8378108,c8a9,2.61,4.87,1.0
1625126206.870763,c8a9,2.14,5.67,1.0
1625126206.8737576,c50,6.78,4.59,1.0
1625126206.9268527,c58a,0.89,5.18,1.0
1625126206.9691992,c50,6.82,4.66,1.0
1625126207.0271895,c58a,0.87,5.21,1.0
1625126207.0688088,c50,6.79,4.53,1.0
1625126207.15583,c58a,0.8,5.15,1.0
1625126207.1568446,c50,6.71,4.52,1.0
1625126207.2201042,c58a,0.8,5.13,1.0
1625126207.258709,c50,6.73,4.53,1.0
1625126207.32256,c58a,0.85,5.17,1.0
1625126207.3689337,c50,6.65,4.35,1.0
1625126207.453446,c58a,0.81,5.15,1.0
1625126207.4584289,c50,6.62,4.05,1.0
1625126207.5156994,c58a,0.78,5.17,1.0
1625126207.5584643,c50,6.65,4.12,1.0
1625126207.6225765,c58a,0.75,5.21,1.0
1625126207.6255713,c50,6.85,4.67,1.0
1625126207.7295697,c50,6.89,4.7,1.0
1625126207.735565,c58a,0.78,5.16,1.0
1625126207.8229156,c50,6.57,3.92,1.0
1625126207.8689783,c58a,0.78,5.25,1.0
1625126207.9295306,c50,6.89,4.49,1.0
1625126207.9375188,c58a,0.77,5.18,1.0
1625126208.028043,c50,6.79,4.46,1.0
1625126208.0350275,c58a,0.77,5.09,1.0
1625126208.112596,c50,6.53,3.77,1.0
1625126208.1565278,c58a,0.75,5.16,1.0
1625126208.2063947,c50,6.98,4.72,1.0
1625126208.2532825,c58a,0.84,5.04,1.0
1625126208.3340516,c50,6.57,3.8,1.0
1625126208.337046,c58a,0.87,5.1,1.0
1625126208.4016247,c50,6.55,3.79,1.0
1625126208.405612,c58a,0.86,5.14,1.0
1625126208.5052652,c58a,0.77,5.1,1.0
1625126208.5072591,c50,6.57,3.89,1.0
1625126208.628393,c58a,0.81,5.08,1.0
1625126208.6303725,c50,6.55,3.97,1.0
1625126208.6945665,c50,6.58,3.88,1.0
1625126208.7366076,c58a,0.75,5.04,1.0
1625126208.7887337,c50,6.51,3.95,1.0
1625126208.8347876,c58a,0.84,5.17,1.0
1625126208.9270177,c50,6.57,3.91,1.0
1625126208.9320052,c58a,0.82,5.0,1.0
1625126209.0030098,c50,6.53,3.81,1.0
1625126209.0060072,c58a,0.76,5.22,1.0
1625126209.0859487,552,2.41,4.55,1.0
1625126209.128698,c58a,0.93,5.07,1.0
1625126209.1306927,c50,6.53,3.8,1.0
1625126209.2298138,c58a,0.92,5.12,1.0
1625126209.2338066,c50,6.5,3.88,1.0
1625126209.3065615,c58a,0.8,5.11,1.0
1625126209.3125494,c50,6.57,4.03,1.0
1625126209.4119828,c50,6.6,4.26,1.0
1625126209.414976,c58a,0.85,5.1,1.0
1625126209.5286703,c50,6.55,4.35,1.0
1625126209.5316653,c58a,0.79,5.15,1.0
1625126209.6121445,c58a,0.85,5.21,1.0
1625126209.6141431,c50,6.56,4.33,1.0
1625126209.7048929,c58a,0.71,5.21,1.0
1625126209.7138746,c50,6.55,4.22,1.0
1625126209.83096,c50,6.54,4.32,1.0
1625126209.8379345,c58a,0.74,5.19,1.0
1625126209.9057019,c58a,0.8,5.13,1.0
1625126209.9086998,c50,6.57,4.3,1.0
1625126210.0032537,c50,6.62,4.36,1.0
1625126210.0082486,c58a,0.8,5.27,1.0
1625126210.129169,c50,6.52,4.23,1.0
1625126210.1321535,c58a,0.77,5.11,1.0
1625126210.196887,c58a,0.78,5.15,1.0
1625126210.202876,c50,6.61,4.21,1.0
1625126210.2952328,c58a,0.79,5.22,1.0
1625126210.301216,c50,6.54,4.27,1.0
1625126210.395824,c58a,0.75,5.23,1.0
1625126210.429271,c50,6.58,4.27,1.0
1625126210.4919329,c50,6.57,4.24,1.0
1625126210.4969356,c58a,0.73,5.18,1.0
1625126210.589462,c58a,0.76,5.17,1.0
1625126210.597469,c50,6.55,4.32,1.0
1625126210.682231,c58a,0.79,5.21,1.0
1625126210.6842234,c50,6.62,4.29,1.0
1625126210.7850418,c50,6.61,4.44,1.0
1625126210.7920296,c58a,0.77,5.16,1.0
1625126210.8766491,c58a,0.79,5.17,1.0
1625126210.9094465,c50,6.61,4.22,1.0
1625126210.9928513,c50,6.6,4.18,1.0
1625126211.0841558,c50,6.56,4.0,1.0
1625126211.188875,c50,6.6,3.78,1.0
1625126211.2365906,c58a,0.78,5.16,1.0
1625126211.3290584,c50,6.37,4.24,1.0
1625126211.3330529,c58a,0.79,5.28,1.0
1625126211.3848517,c50,6.36,4.34,1.0
1625126211.3928335,c58a,0.72,5.28,1.0
1625126211.4922519,c50,6.38,4.33,1.0
1625126211.4952555,c58a,0.66,5.31,1.0
1625126211.5834734,c50,6.41,4.39,1.0
1625126211.6325452,c58a,0.72,5.32,1.0
1625126211.6921816,c50,6.35,4.39,1.0
1625126211.699166,c58a,0.72,5.27,1.0
1625126211.7884483,c50,6.61,3.83,1.0
